,Utility ID,Name,Plant Code,Nameplate Capacity (MW),Latitude,Longitude
751,61348,"PCS Energy, LLC         ",61718,1.5,38.016944,-121.765
752,56769,Consolidated Edison Development Inc.,61750,106.7,35.033725,-118.353422
753,61418,"Stage Gulch Solar, LLC",61791,1.0,35.023889,-118.295278
754,61417,"Lavio Solar, LLC",61792,1.0,35.023889,-118.295278
755,61944,Goldman Sachs Renewable Power Group,61824,3.0,35.008611,-118.242222
756,61453,Soboba Band of Luiseno Indians,61834,1.0,35.008611,-118.242222
757,61453,Soboba Band of Luiseno Indians,61834,1.0,34.7892,-118.5047
758,60584,Onyx Asset Services Group,61843,1.0,33.8942,-116.5603
759,61510,National Raisin,61894,1.0,33.9053,-116.5825
760,61510,National Raisin,61894,1.0,36.797739,-118.083801
761,61510,National Raisin,61894,0.6,34.550833,-117.435277
762,61510,National Raisin,61894,0.3,35.229635,-118.1957
763,61575,Pacific Ethanol Madera,61989,4.3,34.291111,-118.481111
764,61872,Gavilan District College Solar Project,61993,1.4,34.319722,-118.430833
