,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Voltage,Current
72,72,72,72,0.7200000000000009,5.65883437797617
73,73,73,73,0.7300000000000004,5.645491371022253
74,74,74,74,0.7400000000000009,5.637202928674256
75,75,75,75,0.7500000000000007,5.627328247478388
76,76,76,76,0.7600000000000009,5.620094423764243
77,77,77,77,0.7700000000000007,5.613881777075964
78,78,78,78,0.7800000000000009,5.61503648938233
79,79,79,79,0.7900000000000007,5.599868747988843
80,80,80,80,0.8000000000000009,5.568412737678194
81,81,81,81,0.8100000000000007,5.550027986395595
82,82,82,82,0.820000000000001,5.542573303771846
83,83,83,83,0.8300000000000007,5.528768249130913
84,84,84,84,0.840000000000001,5.513575883331974
85,85,85,85,0.8500000000000008,5.500727175624689
86,86,86,86,0.860000000000001,5.481080026832636
87,87,87,87,0.8700000000000008,5.453540534534856
88,88,88,88,0.8800000000000008,5.424542375043359
89,89,89,89,0.8900000000000008,5.397089430505108
90,90,90,90,0.900000000000001,5.374874891749062
91,91,91,91,0.9100000000000008,5.359698408354518
92,92,92,92,0.920000000000001,5.339569527214437
93,93,93,93,0.9300000000000008,5.315021530754184
94,94,94,94,0.9400000000000012,5.2928026160481565
95,95,95,95,0.9500000000000006,5.2739516618599644
96,96,96,96,0.9600000000000012,5.252269227053894
97,97,97,97,0.9700000000000008,5.219177264412352
98,98,98,98,0.9800000000000012,5.186927739453942
99,99,99,99,0.9900000000000008,5.162378657293012
100,100,100,100,1.0000000000000009,5.132037475534663
101,101,101,101,1.010000000000001,5.097898595073893
102,102,102,102,1.020000000000001,5.064363063333239
103,103,103,103,1.030000000000001,5.0304576405183
104,104,104,104,1.040000000000001,4.991281380052982
105,105,105,105,1.050000000000001,4.957251891011271
106,106,106,106,1.060000000000001,4.922846470577181
107,107,107,107,1.070000000000001,4.879520437533362
108,108,108,108,1.0800000000000007,4.844151486962474
109,109,109,109,1.090000000000001,4.80032850027948
110,110,110,110,1.1000000000000008,4.745601729672824
111,111,111,111,1.110000000000001,4.701219587298635
112,112,112,112,1.1200000000000012,4.655491362586524
113,113,113,113,1.1300000000000006,4.601888398686942
114,114,114,114,1.1400000000000008,4.548694801058424
115,115,115,115,1.150000000000001,4.487202566008605
116,116,116,116,1.1600000000000013,4.430755122158278
117,117,117,117,1.170000000000001,4.374114289099964
118,118,118,118,1.1800000000000008,4.311054891209039
119,119,119,119,1.190000000000001,4.242273062022825
120,120,120,120,1.2000000000000013,4.165765817195437
121,121,121,121,1.210000000000001,4.095157019663203
122,122,122,122,1.2200000000000009,4.024611322223695
123,123,123,123,1.230000000000001,3.933407602862763
124,124,124,124,1.240000000000001,3.83501988479639
125,125,125,125,1.250000000000001,3.733765215841096
126,126,126,126,1.260000000000001,3.630126367505353
127,127,127,127,1.270000000000001,3.51939084589994
128,128,128,128,1.2800000000000014,3.409699564999917
129,129,129,129,1.2900000000000011,3.292148491053359
130,130,130,130,1.300000000000001,3.138635700644011
131,131,131,131,1.3100000000000012,2.977823159065452
132,132,132,132,1.3200000000000014,2.8237527894927137
133,133,133,133,1.3300000000000012,2.667407816775583
134,134,134,134,1.340000000000001,2.451784135101736
135,135,135,135,1.3500000000000012,2.175425068450432
136,136,136,136,1.3600000000000014,1.893580401592187
137,137,137,137,1.3700000000000012,1.621458180083554
138,138,138,138,1.380000000000001,1.2864748203235106
139,139,139,139,1.3900000000000012,0.8451887687149533
140,140,140,140,1.4000000000000017,0.3219870273061129
141,141,141,141,1.4100000000000008,-0.2623687874549016
142,142,142,142,1.420000000000001,-0.924897077097933
143,143,143,143,1.4300000000000013,-1.6192030975814298
144,144,144,144,1.4400000000000015,-2.2897609507717043
145,145,145,145,1.4500000000000013,-3.035112833202609
146,146,146,146,1.460000000000001,-4.032847346265437
147,147,147,147,1.4700000000000013,-5.108697214822426
148,148,148,148,1.4800000000000015,-6.0485119069343565
149,149,149,149,1.490000000000001,-7.553008783639059
