Date,Hour,Interval,Wind Curtailment,Solar Curtailment
13/11/2020,7,10,,16
13/11/2020,7,11,,1
13/11/2020,7,12,,3
13/11/2020,8,1,,9
13/11/2020,8,2,,6
13/11/2020,8,3,,18
13/11/2020,8,4,,19
13/11/2020,8,5,,21
13/11/2020,8,6,,20
13/11/2020,8,7,,11
13/11/2020,8,8,,11
13/11/2020,9,7,39,10
13/11/2020,9,9,18,16
13/11/2020,9,10,109,287
13/11/2020,9,11,83,186
13/11/2020,9,12,20,72
13/11/2020,10,1,21,212
13/11/2020,10,2,18,250
13/11/2020,10,3,21,253
13/11/2020,10,4,11,218
13/11/2020,10,5,16,203
13/11/2020,10,6,7,191
13/11/2020,10,7,6,228
13/11/2020,10,8,6,232
13/11/2020,10,9,6,187
13/11/2020,10,10,15,85
13/11/2020,10,11,,19
13/11/2020,10,12,,56
13/11/2020,11,1,8,317
13/11/2020,11,2,3,226
13/11/2020,11,3,2,201
13/11/2020,11,4,2,135
13/11/2020,11,5,2,130
13/11/2020,11,6,2,120
13/11/2020,11,7,2,36
13/11/2020,11,8,3,29
13/11/2020,11,9,2,48
13/11/2020,11,10,2,80
13/11/2020,11,11,1,76
13/11/2020,11,12,1,49
13/11/2020,12,1,1,97
13/11/2020,12,2,1,85
13/11/2020,12,3,1,98
13/11/2020,12,4,1,99
13/11/2020,12,5,2,97
13/11/2020,12,6,2,73
13/11/2020,12,7,,7
13/11/2020,12,8,,3
13/11/2020,12,9,,3
13/11/2020,12,10,,2
13/11/2020,12,11,,2
13/11/2020,12,12,86,2
13/11/2020,13,1,67,74
13/11/2020,13,2,119,153
13/11/2020,13,3,104,199
13/11/2020,13,4,117,246
13/11/2020,13,5,130,248
13/11/2020,13,6,179,226
13/11/2020,13,7,82,129
13/11/2020,13,8,82,135
13/11/2020,13,9,82,198
13/11/2020,13,10,127,293
13/11/2020,13,11,120,354
13/11/2020,13,12,120,366
13/11/2020,14,1,129,389
13/11/2020,14,2,134,381
13/11/2020,14,3,147,425
13/11/2020,14,4,134,452
13/11/2020,14,5,139,441
13/11/2020,14,6,168,461
13/11/2020,14,7,99,183
13/11/2020,14,8,86,122
13/11/2020,14,9,86,63
13/11/2020,14,10,87,112
13/11/2020,14,11,130,175
13/11/2020,14,12,128,353
13/11/2020,15,1,144,378
13/11/2020,15,2,181,608
13/11/2020,15,3,239,689
13/11/2020,15,4,165,473
13/11/2020,15,5,163,444
13/11/2020,15,6,124,247
13/11/2020,15,7,,7
13/11/2020,15,9,6,25
13/11/2020,16,2,,107
13/11/2020,16,11,,5
14/11/2020,7,9,,11
14/11/2020,7,11,,14
14/11/2020,7,12,,8
14/11/2020,8,1,,8
14/11/2020,8,2,,5
14/11/2020,8,3,,9
14/11/2020,8,4,,23
14/11/2020,8,5,,25
14/11/2020,8,6,41,20
14/11/2020,8,7,161,166
14/11/2020,8,8,176,331
14/11/2020,8,9,191,618
14/11/2020,8,10,213,1138
14/11/2020,8,11,215,1554
14/11/2020,8,12,214,1677
14/11/2020,9,1,290,1404
14/11/2020,9,2,200,1292
14/11/2020,9,3,195,1422
14/11/2020,9,4,213,1706
14/11/2020,9,5,127,1603
14/11/2020,9,6,157,1786
14/11/2020,9,7,269,1966
14/11/2020,9,8,325,1927
14/11/2020,9,9,306,1872
14/11/2020,9,10,307,1970
14/11/2020,9,11,293,1839
14/11/2020,9,12,269,1830
14/11/2020,10,1,198,1395
14/11/2020,10,2,168,1121
14/11/2020,10,3,150,913
14/11/2020,10,4,88,1007
14/11/2020,10,5,86,1103
14/11/2020,10,6,82,1043
14/11/2020,10,7,78,923
14/11/2020,10,8,51,902
14/11/2020,10,9,4,895
14/11/2020,10,10,8,945
14/11/2020,10,11,7,936
14/11/2020,10,12,2,781
14/11/2020,11,1,12,235
14/11/2020,11,2,,10
14/11/2020,11,3,,47
14/11/2020,11,4,3,364
14/11/2020,11,5,2,239
14/11/2020,11,6,,212
14/11/2020,11,7,,92
14/11/2020,11,8,,157
14/11/2020,11,9,,123
14/11/2020,11,10,,99
14/11/2020,11,11,,13
14/11/2020,11,12,,49
14/11/2020,12,1,,2
14/11/2020,12,2,,3
14/11/2020,12,3,,4
14/11/2020,12,4,,5
14/11/2020,12,5,,5
14/11/2020,12,6,,5
14/11/2020,12,7,,10
14/11/2020,12,8,,10
14/11/2020,12,9,,14
14/11/2020,12,10,,125
14/11/2020,12,11,,53
14/11/2020,12,12,,92
14/11/2020,13,1,,77
14/11/2020,13,2,,18
14/11/2020,13,3,,5
14/11/2020,13,4,,142
14/11/2020,13,5,,297
14/11/2020,13,6,,245
14/11/2020,13,7,,241
14/11/2020,13,8,,245
14/11/2020,13,9,,237
14/11/2020,13,10,,230
14/11/2020,13,11,,276
14/11/2020,13,12,,270
14/11/2020,14,1,2,352
14/11/2020,14,2,,248
14/11/2020,14,3,,66
14/11/2020,14,4,,6
14/11/2020,14,5,,62
14/11/2020,14,6,,222
14/11/2020,14,7,1,501
14/11/2020,14,8,3,461
14/11/2020,14,9,1,382
14/11/2020,14,10,,455
14/11/2020,14,11,,500
14/11/2020,14,12,,438
14/11/2020,15,1,,41
14/11/2020,15,3,,5
14/11/2020,15,4,,69
14/11/2020,15,5,,29
14/11/2020,16,2,,161
14/11/2020,16,3,,55
15/11/2020,7,9,,11
15/11/2020,7,11,,14
15/11/2020,7,12,,8
15/11/2020,8,1,,8
15/11/2020,8,2,,5
15/11/2020,8,3,,9
15/11/2020,8,4,,24
15/11/2020,8,5,,28
15/11/2020,8,6,,29
15/11/2020,8,7,,46
15/11/2020,8,8,,32
15/11/2020,8,9,,34
15/11/2020,8,11,,1
15/11/2020,8,12,,22
15/11/2020,9,1,,5
15/11/2020,9,10,,59
15/11/2020,9,11,,121
15/11/2020,9,12,,78
15/11/2020,10,10,2,
15/11/2020,10,11,4,
15/11/2020,10,12,2,
15/11/2020,11,1,3,
15/11/2020,11,2,,2
15/11/2020,11,3,,4
15/11/2020,11,4,,6
15/11/2020,11,5,,10
15/11/2020,11,6,,11
15/11/2020,11,7,,26
15/11/2020,11,8,,35
15/11/2020,11,9,,35
15/11/2020,11,10,,31
15/11/2020,11,11,,21
15/11/2020,11,12,,21
15/11/2020,12,1,,22
15/11/2020,12,2,,19
15/11/2020,12,3,,18
15/11/2020,12,4,,18
15/11/2020,12,5,,17
15/11/2020,12,6,,17
15/11/2020,12,7,,21
15/11/2020,12,8,,26
15/11/2020,12,9,,29
15/11/2020,12,10,,30
15/11/2020,12,11,,28
15/11/2020,12,12,,29
15/11/2020,13,1,,44
15/11/2020,13,2,,72
15/11/2020,13,3,,85
15/11/2020,13,4,,39
15/11/2020,13,5,,37
15/11/2020,13,6,,35
15/11/2020,13,7,,34
15/11/2020,13,8,,34
15/11/2020,13,9,,35
15/11/2020,13,10,,35
15/11/2020,13,11,,29
15/11/2020,13,12,,28
15/11/2020,14,1,,69
15/11/2020,14,2,,61
15/11/2020,14,3,,91
15/11/2020,14,4,,102
15/11/2020,14,5,,82
15/11/2020,14,6,1,32
15/11/2020,14,7,,32
15/11/2020,14,8,,32
15/11/2020,14,9,,29
15/11/2020,14,10,,28
15/11/2020,14,11,,30
15/11/2020,14,12,,37
15/11/2020,15,1,,331
15/11/2020,15,2,,534
15/11/2020,15,3,,330
15/11/2020,15,4,,312
15/11/2020,15,5,,135
15/11/2020,15,6,1,147
15/11/2020,15,7,1,120
15/11/2020,15,8,1,91
15/11/2020,15,9,1,8
15/11/2020,15,10,,11
15/11/2020,15,11,,9
15/11/2020,15,12,10,5
15/11/2020,16,1,3,422
15/11/2020,16,2,7,524
15/11/2020,16,3,19,434
15/11/2020,16,4,2,254
15/11/2020,16,5,3,
15/11/2020,19,6,30,
15/11/2020,19,7,26,
15/11/2020,19,8,26,
15/11/2020,19,9,89,
15/11/2020,19,10,136,
15/11/2020,19,11,137,
15/11/2020,19,12,132,
15/11/2020,20,1,44,
15/11/2020,20,2,50,
15/11/2020,20,3,64,
15/11/2020,22,3,11,
15/11/2020,23,4,43,
16/11/2020,1,4,29,
16/11/2020,7,9,,12
16/11/2020,7,10,,1
16/11/2020,7,11,,16
16/11/2020,7,12,,11
16/11/2020,8,1,,11
16/11/2020,8,2,,7
16/11/2020,8,3,,11
16/11/2020,8,4,,54
16/11/2020,8,5,,58
16/11/2020,8,6,,32
16/11/2020,8,7,,35
16/11/2020,8,8,,48
16/11/2020,8,9,,45
16/11/2020,8,10,,17
16/11/2020,8,11,,78
16/11/2020,8,12,,72
16/11/2020,9,1,,167
16/11/2020,9,2,,186
16/11/2020,9,3,,253
16/11/2020,9,4,,359
16/11/2020,9,5,,353
16/11/2020,9,6,,384
16/11/2020,9,7,,449
16/11/2020,9,8,,481
16/11/2020,9,9,,503
16/11/2020,9,10,,474
16/11/2020,9,11,,469
16/11/2020,9,12,,463
16/11/2020,10,1,,568
16/11/2020,10,2,,556
16/11/2020,10,3,1,554
16/11/2020,10,4,,539
16/11/2020,10,5,,542
16/11/2020,10,6,,537
16/11/2020,10,7,,531
16/11/2020,10,8,,518
16/11/2020,10,9,5,502
16/11/2020,10,10,4,480
16/11/2020,10,11,6,483
16/11/2020,10,12,7,483
16/11/2020,11,1,,498
16/11/2020,11,2,,517
16/11/2020,11,3,,530
16/11/2020,11,4,,528
16/11/2020,11,5,,522
16/11/2020,11,6,,528
16/11/2020,11,7,,533
16/11/2020,11,8,,530
16/11/2020,11,9,,527
16/11/2020,11,10,,540
16/11/2020,11,11,,521
16/11/2020,11,12,,498
16/11/2020,12,1,,520
16/11/2020,12,2,,509
16/11/2020,12,3,,517
16/11/2020,12,4,,507
16/11/2020,12,5,,500
16/11/2020,12,6,,496
16/11/2020,12,7,,438
16/11/2020,12,8,,442
16/11/2020,12,9,,449
16/11/2020,12,10,,417
16/11/2020,12,11,,408
16/11/2020,12,12,,357
16/11/2020,13,1,,300
16/11/2020,13,2,,280
16/11/2020,13,3,,279
16/11/2020,13,4,,320
16/11/2020,13,5,,339
16/11/2020,13,6,,359
16/11/2020,13,7,,321
16/11/2020,13,8,,331
16/11/2020,13,9,,316
16/11/2020,13,10,,402
16/11/2020,13,11,,369
16/11/2020,13,12,,329
16/11/2020,14,1,,284
16/11/2020,14,2,,287
16/11/2020,14,3,,295
16/11/2020,14,4,,294
16/11/2020,14,5,,343
16/11/2020,14,6,,342
16/11/2020,14,7,,329
16/11/2020,14,8,,329
16/11/2020,14,9,,331
16/11/2020,14,10,,336
16/11/2020,14,11,,334
16/11/2020,14,12,,342
16/11/2020,15,1,,366
16/11/2020,15,2,18,371
16/11/2020,15,3,,340
16/11/2020,15,4,53,230
16/11/2020,15,5,51,111
16/11/2020,15,6,19,87
16/11/2020,15,7,,25
16/11/2020,15,8,,3
16/11/2020,15,9,,2
16/11/2020,16,1,21,
16/11/2020,16,2,37,
16/11/2020,16,3,24,
17/11/2020,7,10,,16
17/11/2020,7,11,,20
17/11/2020,7,12,,10
17/11/2020,8,1,,10
17/11/2020,8,2,,18
17/11/2020,8,3,,28
17/11/2020,8,4,,28
17/11/2020,8,5,,28
17/11/2020,8,6,,33
17/11/2020,8,7,,64
17/11/2020,8,8,,42
17/11/2020,8,9,,120
17/11/2020,8,10,,74
17/11/2020,8,11,,112
17/11/2020,8,12,,255
17/11/2020,9,1,,351
17/11/2020,9,2,,359
17/11/2020,9,3,6,313
17/11/2020,9,4,,328
17/11/2020,9,5,3,281
17/11/2020,9,6,44,329
17/11/2020,9,7,81,500
17/11/2020,9,8,77,538
17/11/2020,9,9,91,540
17/11/2020,9,10,50,534
17/11/2020,9,11,102,522
17/11/2020,9,12,96,424
17/11/2020,10,1,,202
17/11/2020,10,2,,281
17/11/2020,10,3,,248
17/11/2020,10,4,9,279
17/11/2020,10,5,,226
17/11/2020,10,6,,164
17/11/2020,10,7,,49
17/11/2020,10,8,,13
17/11/2020,10,9,60,8
17/11/2020,10,10,,70
17/11/2020,10,11,,2
17/11/2020,10,12,66,
17/11/2020,11,1,63,
17/11/2020,11,2,62,
17/11/2020,11,3,63,
17/11/2020,11,4,62,
17/11/2020,11,5,89,2
17/11/2020,11,6,95,7
17/11/2020,11,7,100,15
17/11/2020,11,8,99,20
17/11/2020,11,9,103,20
17/11/2020,11,10,82,18
17/11/2020,11,11,90,16
17/11/2020,11,12,83,9
17/11/2020,12,1,83,23
17/11/2020,12,2,81,5
17/11/2020,12,3,80,1
17/11/2020,12,4,78,51
17/11/2020,12,5,80,69
17/11/2020,12,6,108,17
17/11/2020,12,7,76,88
17/11/2020,12,8,103,161
17/11/2020,12,9,103,144
17/11/2020,12,10,113,190
17/11/2020,12,11,16,186
17/11/2020,12,12,,134
17/11/2020,13,1,,17
17/11/2020,13,2,,38
17/11/2020,13,3,,60
17/11/2020,13,4,,142
17/11/2020,13,5,,292
17/11/2020,13,6,,379
17/11/2020,13,7,,564
17/11/2020,13,8,,523
17/11/2020,13,9,,548
17/11/2020,13,10,,357
17/11/2020,13,11,,357
17/11/2020,13,12,,126
17/11/2020,14,1,,23
17/11/2020,14,2,36,3
17/11/2020,14,3,,6
17/11/2020,14,6,,15
17/11/2020,14,7,,29
17/11/2020,14,8,,23
17/11/2020,14,9,,17
17/11/2020,14,10,,27
17/11/2020,14,11,,147
17/11/2020,14,12,,163
17/11/2020,15,1,,43
17/11/2020,15,2,,3
17/11/2020,15,3,,17
17/11/2020,15,4,103,11
17/11/2020,15,5,32,18
17/11/2020,15,6,,14
17/11/2020,15,7,,17
17/11/2020,15,8,,17
17/11/2020,15,9,,15
18/11/2020,7,10,,13
18/11/2020,7,11,,11
18/11/2020,8,1,,1
18/11/2020,8,2,,5
18/11/2020,8,3,,2
18/11/2020,8,6,,2
18/11/2020,8,7,,14
18/11/2020,8,9,,5
18/11/2020,8,10,,94
18/11/2020,8,11,,154
18/11/2020,8,12,,285
18/11/2020,9,1,,609
18/11/2020,9,2,4,624
18/11/2020,9,3,4,648
18/11/2020,9,4,6,634
18/11/2020,9,5,6,649
18/11/2020,9,6,3,670
18/11/2020,9,7,3,652
18/11/2020,9,8,4,691
18/11/2020,9,9,4,788
18/11/2020,9,10,6,798
18/11/2020,9,11,5,807
18/11/2020,9,12,5,790
18/11/2020,10,1,7,810
18/11/2020,10,2,6,825
18/11/2020,10,3,6,788
18/11/2020,10,4,8,835
18/11/2020,10,5,9,838
18/11/2020,10,6,10,844
18/11/2020,10,7,11,754
18/11/2020,10,8,11,745
18/11/2020,10,9,11,749
18/11/2020,10,10,12,818
18/11/2020,10,11,12,769
18/11/2020,10,12,12,765
18/11/2020,11,1,12,834
18/11/2020,11,2,12,839
18/11/2020,11,3,12,828
18/11/2020,11,4,13,827
18/11/2020,11,5,13,826
18/11/2020,11,6,13,836
18/11/2020,11,7,95,837
18/11/2020,11,8,103,842
18/11/2020,11,9,102,952
18/11/2020,11,10,68,832
18/11/2020,11,11,61,831
18/11/2020,11,12,99,932
18/11/2020,12,1,126,840
18/11/2020,12,2,83,838
18/11/2020,12,3,48,837
18/11/2020,12,4,107,768
18/11/2020,12,5,60,805
18/11/2020,12,6,61,763
18/11/2020,12,7,24,827
18/11/2020,12,8,64,828
18/11/2020,12,9,116,825
18/11/2020,12,10,110,789
18/11/2020,12,11,49,759
18/11/2020,12,12,127,742
18/11/2020,13,1,147,609
18/11/2020,13,2,134,522
18/11/2020,13,3,124,605
18/11/2020,13,4,124,593
18/11/2020,13,5,122,604
18/11/2020,13,6,125,627
18/11/2020,13,7,129,628
18/11/2020,13,8,161,617
18/11/2020,13,9,148,606
18/11/2020,13,10,145,578
18/11/2020,13,11,174,604
18/11/2020,13,12,170,616
18/11/2020,14,1,172,600
18/11/2020,14,2,174,638
18/11/2020,14,3,172,670
18/11/2020,14,4,171,633
18/11/2020,14,5,180,634
18/11/2020,14,6,175,630
18/11/2020,14,7,174,523
18/11/2020,14,8,191,521
18/11/2020,14,9,164,520
18/11/2020,14,10,203,513
18/11/2020,14,11,210,515
18/11/2020,14,12,212,512
18/11/2020,15,1,420,462
18/11/2020,15,2,420,476
18/11/2020,15,3,398,455
18/11/2020,15,4,420,420
18/11/2020,15,5,396,314
18/11/2020,16,1,313,46
18/11/2020,16,2,332,
18/11/2020,16,3,326,
18/11/2020,16,4,327,
18/11/2020,16,5,323,
18/11/2020,16,6,345,
18/11/2020,16,7,346,
18/11/2020,16,8,232,
18/11/2020,17,5,19,
19/11/2020,7,10,,14
19/11/2020,7,11,,14
19/11/2020,8,1,,3
19/11/2020,8,2,,10
19/11/2020,8,3,,25
19/11/2020,8,4,10,19
19/11/2020,8,5,20,22
19/11/2020,8,6,22,75
19/11/2020,8,7,21,89
19/11/2020,8,8,20,317
19/11/2020,8,9,19,361
19/11/2020,8,10,33,548
19/11/2020,8,11,33,571
19/11/2020,8,12,30,655
19/11/2020,9,1,48,572
19/11/2020,9,2,46,548
19/11/2020,9,3,42,573
19/11/2020,9,4,53,619
19/11/2020,9,5,127,631
19/11/2020,9,6,151,680
19/11/2020,9,7,200,839
19/11/2020,9,8,194,763
19/11/2020,9,9,205,791
19/11/2020,9,10,78,1086
19/11/2020,9,11,64,1178
19/11/2020,9,12,67,1189
19/11/2020,10,1,224,902
19/11/2020,10,2,228,675
19/11/2020,10,3,227,661
19/11/2020,10,4,252,638
19/11/2020,10,5,247,755
19/11/2020,10,6,239,850
19/11/2020,10,7,250,856
19/11/2020,10,8,242,609
19/11/2020,10,9,253,599
19/11/2020,10,10,245,645
19/11/2020,10,11,254,752
19/11/2020,10,12,259,928
19/11/2020,11,1,246,430
19/11/2020,11,2,180,265
19/11/2020,11,3,234,215
19/11/2020,11,4,242,179
19/11/2020,11,5,239,155
19/11/2020,11,6,236,155
19/11/2020,11,7,238,65
19/11/2020,11,8,229,85
19/11/2020,11,9,217,69
19/11/2020,11,10,229,99
19/11/2020,11,11,225,260
19/11/2020,11,12,205,356
19/11/2020,12,1,203,120
19/11/2020,12,2,154,71
19/11/2020,12,3,147,54
19/11/2020,12,4,244,36
19/11/2020,12,5,195,41
19/11/2020,12,6,184,37
19/11/2020,12,7,225,39
19/11/2020,12,8,234,119
19/11/2020,12,9,227,173
19/11/2020,12,10,225,73
19/11/2020,12,11,213,104
19/11/2020,12,12,208,73
19/11/2020,13,1,106,36
19/11/2020,13,2,104,40
19/11/2020,13,3,97,39
19/11/2020,13,4,184,41
19/11/2020,13,5,178,46
19/11/2020,13,6,173,36
19/11/2020,13,7,181,30
19/11/2020,13,8,176,29
19/11/2020,13,9,94,28
19/11/2020,13,10,96,26
19/11/2020,13,11,151,24
19/11/2020,13,12,157,23
19/11/2020,14,1,81,37
19/11/2020,14,2,155,45
19/11/2020,14,3,83,45
19/11/2020,14,4,99,33
19/11/2020,14,5,100,23
19/11/2020,14,6,136,22
19/11/2020,14,7,135,19
19/11/2020,14,8,144,19
19/11/2020,14,9,132,18
19/11/2020,14,10,76,67
19/11/2020,14,11,62,51
19/11/2020,14,12,50,18
19/11/2020,15,1,166,11
19/11/2020,15,2,129,122
19/11/2020,15,3,165,99
19/11/2020,15,4,157,51
19/11/2020,15,5,157,10
19/11/2020,15,6,166,4
19/11/2020,15,7,173,
19/11/2020,15,8,175,
19/11/2020,15,9,180,
19/11/2020,15,10,176,
19/11/2020,15,11,165,
19/11/2020,15,12,167,
19/11/2020,16,1,161,
19/11/2020,16,2,170,
19/11/2020,16,3,174,24
19/11/2020,16,4,173,
19/11/2020,16,5,152,
19/11/2020,16,6,158,
19/11/2020,16,7,160,
19/11/2020,16,8,82,
19/11/2020,16,9,13,
20/11/2020,7,10,,10
20/11/2020,7,11,,9
20/11/2020,9,1,,2
20/11/2020,9,2,,4
20/11/2020,9,3,,105
20/11/2020,9,4,,5
20/11/2020,9,5,,5
20/11/2020,9,6,,64
20/11/2020,9,7,,6
20/11/2020,9,8,,8
20/11/2020,9,9,,193
20/11/2020,9,10,,275
20/11/2020,9,11,,344
20/11/2020,9,12,,596
20/11/2020,10,1,,658
20/11/2020,10,2,,933
20/11/2020,10,3,,715
20/11/2020,10,4,,650
20/11/2020,10,5,,880
20/11/2020,10,6,,857
20/11/2020,10,7,,745
20/11/2020,10,8,,671
20/11/2020,10,9,,674
20/11/2020,10,10,,811
20/11/2020,10,11,,726
20/11/2020,10,12,,679
20/11/2020,11,1,,684
20/11/2020,11,2,,686
20/11/2020,11,3,,674
20/11/2020,11,4,,644
20/11/2020,11,5,,546
20/11/2020,11,6,,462
20/11/2020,11,7,,383
20/11/2020,11,8,,332
20/11/2020,11,9,,420
20/11/2020,11,10,,345
20/11/2020,11,11,,413
20/11/2020,11,12,,473
20/11/2020,12,1,,440
20/11/2020,12,2,,362
20/11/2020,12,3,,400
20/11/2020,12,4,,335
20/11/2020,12,5,,377
20/11/2020,12,6,,361
20/11/2020,12,7,,320
20/11/2020,12,8,,318
20/11/2020,12,9,,339
20/11/2020,12,10,,316
20/11/2020,12,11,,318
20/11/2020,12,12,,320
20/11/2020,13,1,,188
20/11/2020,13,2,,248
20/11/2020,13,3,,270
20/11/2020,13,4,,215
20/11/2020,13,5,,120
20/11/2020,13,6,,82
20/11/2020,13,7,,74
20/11/2020,13,8,,83
20/11/2020,13,9,,104
20/11/2020,13,10,,75
20/11/2020,13,11,,55
20/11/2020,13,12,,33
20/11/2020,14,1,,146
20/11/2020,14,2,,213
20/11/2020,14,3,,235
20/11/2020,14,4,,120
20/11/2020,14,5,,132
20/11/2020,14,6,,65
20/11/2020,14,7,,1
20/11/2020,14,10,,10
20/11/2020,14,11,,1
21/11/2020,7,9,,15
21/11/2020,7,10,,16
21/11/2020,7,12,,3
21/11/2020,8,1,,11
21/11/2020,8,2,,13
21/11/2020,8,3,,27
21/11/2020,8,5,,13
21/11/2020,8,6,,14
21/11/2020,8,7,,32
21/11/2020,8,8,,44
21/11/2020,9,2,,9
21/11/2020,9,3,,4
21/11/2020,9,4,,2
21/11/2020,9,7,,4
21/11/2020,9,9,,4
21/11/2020,9,10,,217
21/11/2020,9,11,,204
21/11/2020,9,12,,33
21/11/2020,10,1,,6
21/11/2020,10,2,,3
21/11/2020,10,3,,3
21/11/2020,10,4,,10
21/11/2020,10,5,,2
21/11/2020,10,6,2,1
21/11/2020,10,7,1,10
21/11/2020,10,8,2,8
21/11/2020,10,9,2,28
21/11/2020,10,10,3,85
21/11/2020,10,11,3,147
21/11/2020,10,12,3,180
21/11/2020,11,1,,19
21/11/2020,11,2,,13
21/11/2020,11,3,,24
21/11/2020,11,4,,26
21/11/2020,11,5,9,87
21/11/2020,11,6,,30
21/11/2020,11,7,,27
21/11/2020,11,8,,24
21/11/2020,11,10,,10
21/11/2020,11,11,18,55
21/11/2020,11,12,14,30
21/11/2020,12,1,,19
21/11/2020,12,2,6,32
21/11/2020,12,3,,16
21/11/2020,12,6,1,3
21/11/2020,12,8,,1
21/11/2020,12,10,,3
21/11/2020,12,11,,4
21/11/2020,12,12,,13
21/11/2020,13,1,16,25
21/11/2020,13,2,3,
21/11/2020,13,3,3,3
21/11/2020,13,4,13,1
21/11/2020,13,10,,3
21/11/2020,13,11,,2
21/11/2020,13,12,,2
21/11/2020,14,1,,1
21/11/2020,14,2,,3
21/11/2020,14,3,,2
21/11/2020,14,4,,3
21/11/2020,14,5,,4
21/11/2020,14,6,,5
21/11/2020,14,7,,3
21/11/2020,14,9,,4
22/11/2020,7,9,,12
22/11/2020,9,9,,2
22/11/2020,9,10,1,137
22/11/2020,9,11,1,348
22/11/2020,9,12,1,353
22/11/2020,10,1,,16
22/11/2020,10,2,,18
22/11/2020,10,3,1,82
22/11/2020,10,4,1,297
22/11/2020,10,5,1,361
22/11/2020,10,6,1,279
22/11/2020,10,7,,87
22/11/2020,10,8,,85
22/11/2020,10,9,,45
22/11/2020,10,10,1,969
22/11/2020,10,11,1,997
22/11/2020,10,12,1,1341
22/11/2020,11,1,1,1263
22/11/2020,11,2,1,1040
22/11/2020,11,3,1,866
22/11/2020,11,4,,90
22/11/2020,11,5,,58
22/11/2020,11,6,,87
22/11/2020,11,7,1,952
22/11/2020,11,8,1,1686
22/11/2020,11,9,1,1626
22/11/2020,11,10,1,297
22/11/2020,11,11,,107
22/11/2020,11,12,,158
22/11/2020,12,1,,1629
22/11/2020,12,2,1,1187
22/11/2020,12,3,1,1044
22/11/2020,12,4,2,1232
22/11/2020,12,5,2,1117
22/11/2020,12,6,2,939
22/11/2020,12,7,,144
22/11/2020,12,8,,107
22/11/2020,12,9,,113
22/11/2020,12,10,,860
22/11/2020,12,11,2,741
22/11/2020,12,12,3,662
22/11/2020,13,1,2,702
22/11/2020,13,2,3,759
22/11/2020,13,3,5,762
22/11/2020,13,4,4,825
22/11/2020,13,5,16,396
22/11/2020,13,6,3,290
22/11/2020,13,7,14,271
22/11/2020,13,8,16,310
22/11/2020,13,9,16,309
22/11/2020,13,10,13,213
22/11/2020,13,11,13,196
22/11/2020,13,12,8,197
22/11/2020,14,1,12,207
22/11/2020,14,2,15,210
22/11/2020,14,3,17,263
22/11/2020,14,4,10,352
22/11/2020,14,5,9,322
22/11/2020,14,6,14,228
22/11/2020,14,7,,55
22/11/2020,14,8,,46
22/11/2020,14,9,,35
22/11/2020,14,10,,24
22/11/2020,14,11,,25
22/11/2020,14,12,,24
22/11/2020,15,1,,25
22/11/2020,15,2,,23
22/11/2020,15,3,,23
22/11/2020,15,4,,20
22/11/2020,15,5,,19
22/11/2020,15,6,,16
22/11/2020,15,7,,15
22/11/2020,15,8,,12
22/11/2020,15,9,,10
22/11/2020,15,10,,6
23/11/2020,7,9,,11
23/11/2020,7,10,,11
23/11/2020,8,2,,3
23/11/2020,8,3,,50
23/11/2020,8,8,,28
23/11/2020,8,10,77,20
23/11/2020,8,12,69,
23/11/2020,9,1,,47
23/11/2020,9,2,,1
23/11/2020,9,4,,5
23/11/2020,9,5,,16
23/11/2020,9,6,118,1
23/11/2020,9,7,238,161
23/11/2020,9,8,38,213
23/11/2020,9,9,45,125
23/11/2020,9,10,41,262
23/11/2020,9,11,173,247
23/11/2020,9,12,231,274
23/11/2020,10,1,139,355
23/11/2020,10,2,143,391
23/11/2020,10,3,145,437
23/11/2020,10,4,82,162
23/11/2020,10,5,33,184
23/11/2020,10,6,44,7
23/11/2020,10,7,35,96
23/11/2020,10,8,20,267
23/11/2020,10,9,19,269
23/11/2020,10,10,153,266
23/11/2020,10,11,146,233
23/11/2020,10,12,139,239
23/11/2020,11,1,161,185
23/11/2020,11,2,55,275
23/11/2020,11,3,75,280
23/11/2020,11,4,173,286
23/11/2020,11,5,172,284
23/11/2020,11,6,253,321
23/11/2020,11,7,218,284
23/11/2020,11,8,203,277
23/11/2020,11,9,225,267
23/11/2020,11,10,334,78
23/11/2020,11,11,286,54
23/11/2020,11,12,355,85
23/11/2020,12,1,407,300
23/11/2020,12,2,474,283
23/11/2020,12,3,352,281
23/11/2020,12,4,269,209
23/11/2020,12,5,234,238
23/11/2020,12,6,160,275
23/11/2020,12,7,167,124
23/11/2020,12,8,245,246
23/11/2020,12,9,220,230
23/11/2020,12,10,236,238
23/11/2020,12,11,211,225
23/11/2020,12,12,225,229
23/11/2020,13,1,281,278
23/11/2020,13,2,246,278
23/11/2020,13,3,310,256
23/11/2020,13,4,269,23
23/11/2020,13,5,261,72
23/11/2020,13,6,285,11
23/11/2020,13,7,249,2
23/11/2020,13,8,271,2
23/11/2020,13,9,232,46
23/11/2020,13,10,208,274
23/11/2020,13,11,222,264
23/11/2020,13,12,202,272
23/11/2020,14,1,114,225
23/11/2020,14,2,104,144
23/11/2020,14,3,168,119
23/11/2020,14,4,273,159
23/11/2020,14,5,261,181
23/11/2020,14,6,260,243
23/11/2020,14,7,259,258
23/11/2020,14,8,323,257
23/11/2020,14,9,284,228
23/11/2020,14,10,358,317
23/11/2020,14,11,374,279
